Nome;Indirizzo;Città;Nazione;Prezzo;Prezzo Medio;Tipo di cucina;Longitude;Latitude;Prenotazione Online;Delivery
Zarzo;Bleekweg 7;Eindhoven; Netherlands;€€€€;100;Creative;54841506;514352972;NO;SI
De Kromme Watergang;Slijkplaat 6;Hoofdplaat; Netherlands;€€€€;100;Country cooking, Modern Cuisine;36031759;51377304;NO;SI
Bij Jef;Herenstraat 34;Den Hoorn; Netherlands;€€€€;100;Regional Cuisine, Modern Cuisine;47498447;530246761;NO;SI
Central Park;Oosteinde 14;Voorburg; Netherlands;€€€€;100;Modern Cuisine;4369309;520702283;SI;NO
Karel 5;Geertebolwerk 1;Utrecht; Netherlands;€€€;70;Creative;51177775;520876194;SI;SI
De Kromme Dissel;Klein Zwitserlandlaan 5;Heelsum; Netherlands;€€€€;100;Creative, Modern French;57586213;519848455;NO;NO
Calla's;Laan van Roos en Doorn 51a;The Hague; Netherlands;€€€€;100;Creative French;43130608;520866502;SI;SI
Voltaire;Broekhuizerlaan 2;Leersum; Netherlands;€€€€;100;Creative, Contemporary;53998084;520079012;SI;SI
Restaurant Kasteel Heemstede;Heemsteedseweg 20;Houten; Netherlands;€€€€;100;Modern Cuisine;51252355;520330316;NO;NO
De Vlindertuin;Stationsweg 41;Zuidlaren; Netherlands;€€€;70;Modern French;66803737;530925254;NO;NO
De Heeren van Harinxma;Van Harinxmaweg 10;Beetsterzwaag; Netherlands;€€€;70;Modern French, Modern Cuisine;60899357;530586024;NO;SI
Apicius;Van der Mijleweg 16;Castricum; Netherlands;€€€;70;Modern Cuisine;46561801;525589079;SI;SI
LIZZ;Spieringstraat 1;Gouda; Netherlands;€€€;70;Creative French;47134847;520106071;NO;SI
Spetters;Kaai 5;Breskens; Netherlands;€€€;70;Farm to table, Modern Cuisine;35681281;513952661;NO;NO
Fitzgerald;Gelderseplein 49;Rotterdam; Netherlands;€€€;70;Modern French, International;44903284;519191151;SI;SI
The White Room by Jacob Jan Boerma;Dam 9;Amsterdam; Netherlands;€€€€;100;Modern Cuisine;4894229;52372726;NO;NO
Kaatje bij de Sluis;Brouwerstraat 20;Blokzijl; Netherlands;€€€€;100;Organic, Creative French;59611172;527265705;SI;NO
Yamazato;Ferdinand Bolstraat 333;Amsterdam; Netherlands;€€€€;100;Japanese;48928801;523486674;SI;NO
Tout à Fait;St-Bernardusstraat 16;Maastricht; Netherlands;€€€€;100;Modern French;56940708;508466488;SI;NO
Triptyque;Plein 13G;Wateringen; Netherlands;€€€;70;Creative, Country cooking;42741909;520247891;SI;NO
Coulisse;Oostenburgergracht 75;Amsterdam; Netherlands;€€€;70;Creative, Scandinavian;49242637;523681211;SI;SI
De Leuf;Dalstraat 2;Ubachsberg; Netherlands;€€€€;100;Creative, Creative French;59521343;508525486;SI;SI
't Lansink;C.T. Storkstraat 18;Hengelo; Netherlands;€€€€;100;Modern Cuisine, Modern French;67823645;522596759;NO;SI
Alma;De Lind 45a;Oisterwijk; Netherlands;€€€€;100;Modern French;51970972;515809993;NO;SI
Amarone;Meent 72a;Rotterdam; Netherlands;€€€;70;Modern French;4483346;519223914;NO;SI
Odille;Markt 14;Sint-Oedenrode; Netherlands;€€€€;100;Modern Cuisine;54604372;515644992;SI;SI
Restaurant Showw;Gelrestraat 28;Amsterdam; Netherlands;€€€€;100;Modern Cuisine;48928951;52337388;NO;NO
Rijnzicht;Sterreschans 15;Doornenburg; Netherlands;€€€€;100;Modern Cuisine;60226879;518902472;SI;NO
Restaurant De Burgemeester;Raadhuisstraat 17;Linschoten; Netherlands;€€€€;100;Modern Cuisine;49146783;520619466;SI;NO
MOS;IJdok 185;Amsterdam; Netherlands;€€€;70;Creative French;4895512;52383797;SI;NO
De Woage;Meiboomplein 1;Gramsbergen; Netherlands;€€€;70;Farm to table, Seasonal Cuisine;66724201;526108524;SI;SI
Restaurant Smink;Van Harenstraat 37;Wolvega; Netherlands;€€€;70;Creative, Modern French;59993171;528754952;SI;NO
The Millèn;Weena 686;Rotterdam; Netherlands;€€€;70;Modern Cuisine;44714977;519226379;NO;SI
Meliefste;Wolphaartsdijkseveer 1;Wolphaartsdijk; Netherlands;€€€€;100;Creative;38145823;515467659;SI;SI
Da Vinci;Havenstraat 27;Maasbracht; Netherlands;€€€€;100;Classic French;58850739;511452279;SI;NO
De Bloemenbeek;Beuningerstraat 6;De Lutte; Netherlands;€€€;70;Modern French;69978667;52319597;SI;SI
Sense;Jeroen Boschplein 6;'s-Hertogenbosch; Netherlands;€€€;70;Creative;53123;5168833;SI;NO
Latour;Koningin Astrid Boulevard 5;Noordwijk aan Zee; Netherlands;€€€€;100;Modern Cuisine;44277214;522413879;SI;SI
Restaurant Atelier;Markt 9;Gulpen; Netherlands;€€€;70;Creative French;58914267;508155288;SI;NO
't Vlasbloemeken;Nieuwstraat 8;Koewacht; Netherlands;€€€;70;Modern Cuisine;39770577;512254016;NO;SI
Flicka;Berm 47;Kerkdriel; Netherlands;€€€€;100;Modern Cuisine;53222811;517851017;SI;NO
De Kas;Kamerlingh Onneslaan 3;Amsterdam; Netherlands;€€€;70;Organic;49302753;523522847;SI;NO
Noble Kitchen;Deutersestraat 39B;Cromvoirt; Netherlands;€€€;70;Modern Cuisine, Sushi;52302915;516657301;SI;SI
Pieters Restaurant;Hoofdstraat 73;Bergambacht; Netherlands;€€€;70;Modern French;47831714;519344511;SI;SI
Zenith;Koninginnelaan 37;Apeldoorn; Netherlands;€€€;70;Modern Cuisine;59561316;522229529;NO;NO
Vista;Havenhoofd 2;Willemstad; Netherlands;€€€;70;Modern French;4443638;51696117;NO;SI
De Gieser Wildeman;Botersloot 1;Noordeloos; Netherlands;€€€;70;Classic French, Creative French;49391336;519019056;NO;NO
Herberg Onder de Linden;Burg. van Barneveldweg 3;Aduard; Netherlands;€€€;70;Asian Influences;64576958;532582344;SI;NO
Bougainville;Dam 27;Amsterdam; Netherlands;€€€€;100;Modern Cuisine, International;48931716;523725511;SI;NO
Château Neercanne;Von Dopfflaan 10;Maastricht; Netherlands;€€€€;100;French Contemporary;566746;508186702;NO;SI
De Nederlanden;Duinkerken 3;Vreeland; Netherlands;€€€€;100;Modern Cuisine;50324559;522295965;SI;NO
Joann;Nijverheidstraat 2;Enschede; Netherlands;€€€;70;Creative, Modern Cuisine;68911478;522202127;NO;SI
ONE;ECI 17;Roermond; Netherlands;€€€€;100;Creative;59808834;511895014;SI;NO
Zeezout;Westerkade 11b;Rotterdam; Netherlands;€€€;70;Seafood, French;44774595;519061331;NO;SI
Zout & Citroen;Ridderstraat 86;Oosterhout; Netherlands;€€€;70;Creative, World Cuisine;48594267;516403763;NO;NO
Demain;Boulevard de Wielingen 49;Cadzand; Netherlands;€€€€;100;Modern Cuisine, Mediterranean Cuisine;33871896;513786844;NO;NO
Basiliek;Vischmarkt 57 L;Harderwijk; Netherlands;€€€;70;Modern Cuisine, Creative;56209585;523512404;NO;SI
Tante Koosje;Kerkstraat 1;Loenen aan de Vecht; Netherlands;€€€;70;Modern French;50235487;522090905;SI;SI
't Amsterdammertje;Rijksstraatweg 119;Loenen aan de Vecht; Netherlands;€€€;70;Creative, Fusion;50216548;522098585;SI;SI
Restaurant Affect;Thorbeckegracht 41;Zwolle; Netherlands;€€€;70;Modern Cuisine;60960319;525148152;NO;NO
Sabero;Zevenhuizen 6;Leende; Netherlands;€€€€;100;Asian and Western;55591862;513439516;SI;SI
Sushi Masuda;1066 W. Hastings St.;Vancouver; Canada;$$$$;100;Japanese, Sushi;-1231191909;492876672;SI;NO
Okeya Kyujiro;1038 Mainland St.;Vancouver; Canada;$$$$;100;Japanese, Sushi;-1231214293;492752472;SI;SI
Barbara;305 E. Pender St.;Vancouver; Canada;$$$$;100;Contemporary, North American;-1230969955;492804672;SI;NO
iDen & QuanJuDe Beijing Duck House;2808 Cambie St.;Vancouver; Canada;$$$$;100;Chinese, Duck Specialities;-1231144584;492602703;SI;NO
St. Lawrence;269 Powell St.;Vancouver; Canada;$$$$;100;French, Regional Cuisine;-1230978836;492832679;NO;SI
AnnaLena;1809 W. 1st Ave.;Vancouver; Canada;$$$$;100;Contemporary, Regional Cuisine;-1231468282;492708003;SI;SI
Published on Main;3593 Main St.;Vancouver; Canada;$$$;70;Contemporary, North American;-1231007713;492529239;SI;NO
Kissa Tanto;263 E. Pender St.;Vancouver; Canada;$$$$;100;Fusion, Contemporary;-1230980763;492805255;NO;NO
Burdock & Co;2702 Main St.;Vancouver; Canada;$$$$;100;Contemporary, North American;-1231006287;492609423;SI;NO
Masayoshi;4376 Fraser St.;Vancouver; Canada;$$$$;100;Japanese, Sushi;-1230901179;492457708;SI;NO
Restaurant Pearl Morissette;3953 Jordan Rd.;Lincoln; Canada;$$$$;100;Contemporary;-793559402;431560307;NO;SI
Don Alfonso 1890;1 Harbour Sq.;Toronto; Canada;$$$$;100;Italian, Contemporary;-7937647;4364071;NO;SI
Quetzal;419 College St.;Toronto; Canada;$$$$;100;Mexican;-794067462;436565748;NO;SI
Hexagon;210 Lakeshore Rd. E.;Oakville; Canada;$$$;70;Contemporary;-796681049;434457745;SI;SI
Kaiseki Yu-zen Hashimoto;6 Sakura Way;North York; Canada;$$$$;100;Japanese;-793341896;437263028;SI;NO
Kappo Sato;575 Mount Pleasant Rd.;Toronto; Canada;$$$$;100;Japanese, Contemporary;-793880837;437034841;SI;NO
Edulis;169 Niagara St.;Toronto; Canada;$$$$;100;Mediterranean Cuisine;-794063364;436419055;SI;NO
Osteria Giulia;134 Avenue Rd.;Toronto; Canada;$$$$;100;Italian, Seafood;-793967752;436744503;SI;SI
Enigma Yorkville;23 St. Thomas St.;Toronto; Canada;$$$$;100;Contemporary;-793908739;436692078;NO;SI
DaNico;440 College St.;Toronto; Canada;$$$$;100;Italian, Contemporary;-794075777;436566586;NO;NO
The Pine;7535 County Rd. 9;Creemore; Canada;$$$$;100;Chinese, Contemporary;-799943904;443687316;SI;NO
Alo;163 Spadina Ave.;Toronto; Canada;$$$$;100;Contemporary, French;-793960828;436484741;NO;SI
Shoushin;3328 Yonge St.;Toronto; Canada;$$$$;100;Japanese, Sushi;-794040597;43731412;NO;SI
Aburi Hana;102 Yorkville Ave.;Toronto; Canada;$$$$;100;Japanese;-793923036;436709928;SI;SI
Alma Fonda Fina;2556 15th St.;Denver; USA;$$;40;Mexican, Contemporary;-1050116429;397582201;SI;NO
Brutø;1801 Blake St.;Denver; USA;$$$$;100;Contemporary;-1049969767;397527561;SI;SI
Bosq;312 S. Mill St.;Aspen; USA;$$$$;100;Contemporary;-10681978;3918857;SI;SI
Beckon;2843 Larimer St.;Denver; USA;$$$$;100;Contemporary;-1049824196;397609504;SI;SI
Frasca Food and Wine;1738 Pearl St.;Boulder; USA;$$$$;100;Italian, Regional Cuisine;-1052724941;400193351;SI;SI
The Wolf's Tailor;4058 Tejon St.;Denver; USA;$$$$;100;Contemporary, Creative;-10501088;3977277;NO;SI
Fang Xiang Jing;No. 1;Chengdu; China Mainland;¥¥¥;70;Sichuan;104051369;30685754;NO;NO
Hokkien Cuisine;No. 326;Chengdu; China Mainland;¥¥¥;70;Fujian;1040606652;305838976;NO;SI
Silver Pot;No. 532;Chengdu; China Mainland;¥¥¥;70;Sichuan;104056593;305856;NO;SI
S Kitchen;Shop 201;Chengdu; China Mainland;¥¥¥;70;French Contemporary;1040607948;305849924;NO;SI
The Hall;Canton Hall;Chengdu; China Mainland;¥¥¥¥;100;European Contemporary;1040797173;306553493;SI;SI
Mi Xun Teahouse;The Temple House;Chengdu; China Mainland;¥¥;40;Vegetarian;104081984;30654727;SI;NO
Fu Rong Huang;3F;Chengdu; China Mainland;¥¥;40;Sichuan;1040076139;306670944;SI;NO
Chaimen Hui;2F;Chengdu; China Mainland;¥¥¥¥;100;Sichuan;104053347;30584093;NO;NO
Young Art · Yong Ya He Xian (Tongzilin East Road);1-1 Tongzilin East Road;Chengdu; China Mainland;¥¥¥;70;Sichuan;104060215;3061529;SI;NO
Xu's Cuisine;No. 1;Chengdu; China Mainland;¥¥¥;70;Sichuan;104086383;30639715;SI;SI
Ma's Kitchen;1 East Kangshi Street;Chengdu; China Mainland;¥¥;40;Sichuan;104081227;30653874;NO;SI
ZEA;5;Taipei; Taiwan;$$$$;100;Latin American;1215541294;2503634;NO;SI
Paris 1930 de Hideki Takayama;2F;Taipei; Taiwan;$$$$;100;French Contemporary;12152997;250628;NO;NO
de nuit;175;Taipei; Taiwan;$$$$;100;French Contemporary;1215505992;250334532;SI;SI
Circum-;B2;Taipei; Taiwan;$$$;70;Creative;12142931;2498707;SI;SI
T+T;11;Taipei; Taiwan;$$$;70;Asian Contemporary;1215506823;250548655;NO;SI
The Guest House;17F;Taipei; Taiwan;$$$;70;Huaiyang, Sichuan;1215220238;250446816;SI;NO
Fujin Tree Taiwanese Cuisine & Champagne (Songshan);17;Taipei; Taiwan;$$;40;Taiwanese;1215528189;250565712;SI;SI
MINIMAL;16;Taichung; Taiwan;$$;40;Modern Cuisine;12066232;2415171;SI;NO
Sushiyoshi;12;Taipei; Taiwan;$$$$;100;Japanese;1215537337;250402806;NO;NO
GEN;8 Fusing 4th Road;Kaohsiung; Taiwan;$$$$;100;Cantonese;12029872;226042;SI;SI
Fleur de Sel;581-1 Shizheng Road;Taichung; Taiwan;$$$$;100;French Contemporary;120634515;24160425;NO;NO
Sushi Akira;6-3;Taipei; Taiwan;$$$$;100;Sushi;12152486;2506614;SI;SI
Haili;2F;Kaohsiung; Taiwan;$$$;70;Modern Cuisine;1202916502;226291861;NO;SI
La Maison de Win;636;Taichung; Taiwan;$$$;70;Taiwanese contemporary;12064902;2416108;NO;NO
Tien Hsiang Lo;B1;Taipei; Taiwan;$$$;70;Hang Zhou;121529965;25062841;SI;SI
Sens;12;Taipei; Taiwan;$$$$;100;French Contemporary;1215473342;250588994;SI;NO
Sho;2F;Kaohsiung; Taiwan;$$$$;100;Japanese;1203054316;226060838;NO;NO
Ya Ge;3F;Taipei; Taiwan;$$$$;100;Cantonese;121548349;25055801;SI;SI
Sushi Ryu;60-5;Taipei; Taiwan;$$$$;100;Sushi;1215271858;250558134;NO;NO
Ming Fu;18-1;Taipei; Taiwan;$$$;70;Taiwanese;121524176;25061628;SI;SI
Ken Anhe;4;Taipei; Taiwan;$$$$;100;Japanese;1215528709;250345754;NO;NO
Forchetta;2F;Taichung; Taiwan;$$$;70;European Contemporary;12064085;2416003;SI;NO
INITA;1;Taipei; Taiwan;$$$$;100;Italian Contemporary;1215505871;250460871;NO;SI
Ad Astra;23;Taipei; Taiwan;$$$$;100;European Contemporary;1215241219;250544699;SI;SI
L'Atelier par Yao;2F;Taichung; Taiwan;$$$;70;French Contemporary;1207051419;241528622;SI;NO
Oretachi No Nikuya;194-1 Gongyi Road;Taichung; Taiwan;$$$;70;Barbecue;1206564165;241509806;SI;NO
A;4F;Taipei; Taiwan;$$$$;100;French Contemporary;1215426469;250414746;NO;NO
YUENJI;5 Anhe East Road;Taichung; Taiwan;$$$$;100;Taiwanese;1206236048;241743625;SI;SI
Eika;58 Minle Street;Taipei; Taiwan;$$$$;100;Japanese Contemporary;1215105147;250574848;NO;SI
NOBUO;8 Tai'an Street;Taipei; Taiwan;$$$$;100;Contemporary;1215278581;250400402;NO;SI
Wok by O'BOND;18 Long Jiang Road;Taipei; Taiwan;$$$;70;Creative;1215402246;250479656;SI;SI
Mountain and Sea House;94;Taipei; Taiwan;$$$;70;Taiwanese;1215313736;250380165;SI;NO
Sur-;3F;Taichung; Taiwan;$$$;70;Taiwanese contemporary;1206836711;241379723;SI;NO
Impromptu by Paul Lee;B1;Taipei; Taiwan;$$$$;100;Innovative;121524244;25054178;NO;SI
Yu Kapo;9-1 Sanmin Road;Taipei; Taiwan;$$$$;100;Japanese;1215636541;250539984;SI;NO
Golden Formosa;101 Tianmu East Road;Taipei; Taiwan;$$;40;Taiwanese;121536248;25118368;SI;SI
A Cut;2F;Taipei; Taiwan;$$$$;100;Steakhouse;1215427565;250530031;SI;SI
Mipon;3F;Taipei; Taiwan;$$$;70;Taiwanese;121553699;25080373;SI;NO
Kitcho;48;Taipei; Taiwan;$$$$;100;Sushi;121550788;25043045;SI;SI
Ban Bo;38;Taipei; Taiwan;$$$;70;Taiwanese contemporary;1215605264;250813272;SI;NO
Shin Yeh Taiwanese Signature;Marriott Midtown;Taipei; Taiwan;$$;40;Taiwanese;1215593471;250803851;SI;NO
Nari;1625 Post St.;San Francisco; USA;$$$;70;Thai, Contemporary;-1224288317;377855421;NO;SI
Uka;6801 Hollywood Blvd.;Los Angeles; USA;$$$$;100;Japanese Contemporary;-1183391629;341017338;NO;SI
Gwen;6600 Sunset Blvd.;Los Angeles; USA;$$$$;100;Steakhouse, American;-1183332968;340979419;SI;NO
Shibumi;815 S. Hill St.;Los Angeles; USA;$$$$;100;Japanese, Traditional Cuisine;-118256134;34044155;NO;NO
Kali;5722 Melrose Ave.;Hollywood; USA;$$$$;100;Californian, Farm to table;-1183245399;340834565;SI;NO
Shin Sushi;16573 Ventura Blvd.;Encino; USA;$$$$;100;Japanese, Sushi;-1184944008;341587607;SI;SI
The Progress;1525 Fillmore St.;San Francisco; USA;$$$;70;Californian;-12243282;3778371;SI;SI
Bell's;406 Bell St.;Los Alamos; USA;$$;40;French, Californian;-120279387;347440264;SI;SI
Knife Pleat;3333 S. Bristol St.;Costa Mesa; USA;$$$$;100;Contemporary, Modern French;-1178856979;336904299;SI;SI
Hana re;2930 Bristol St.;Costa Mesa; USA;$$$$;100;Japanese, Sushi;-1178854377;336778676;SI;SI
Wakuriya;115 De Anza Blvd.;San Mateo; USA;$$$$;100;Japanese, Contemporary;-1223366;3752114;NO;SI
R|O-Rebel Omakase;361 Forest Ave.;Laguna Beach; USA;$$$$;100;Japanese, Sushi;-1177824063;335434019;SI;NO
Osteria Mozza;6602 Melrose Ave.;Los Angeles; USA;$$$$;100;Italian;-1183386857;340834246;NO;NO
Sushi Inaba;20918 Hawthorne Blvd.;Torrance; USA;$$$$;100;Japanese, Sushi;-1183536365;338403635;NO;NO
Chez Noir;5th Ave. btw. Dolores and San Carlos Sts.;Carmel-by-the-Sea; USA;$$$$;100;Contemporary, Seafood;-1219221052;365569588;NO;NO
The Shota;115 Sansome St.;San Francisco; USA;$$$$;100;Japanese, Sushi;-1224009242;377915182;NO;NO
Meteora;6703 Melrose Ave.;Los Angeles; USA;$$$$;100;Creative, Contemporary;-1183398317;34083694;NO;NO
Kenzo;1339 Pearl St.;Napa; USA;$$$$;100;Japanese;-12228928;3829924;SI;SI
Hilda and Jesse;701 Union St.;San Francisco; USA;$$$;70;American, Contemporary;-12241101;3780009;NO;NO
State Bird Provisions;1529 Fillmore St.;San Francisco; USA;$$$;70;Californian;-12243283;37783737;SI;NO
Ssal;2226 Polk St.;San Francisco; USA;$$$$;100;Korean, Contemporary;-1224219651;377972584;SI;NO
n/naka;3455 S. Overland Ave.;Los Angeles; USA;$$$$;100;Japanese, Contemporary;-11841206;3402526;NO;SI
Sorrel;3228 Sacramento St.;San Francisco; USA;$$$$;100;Contemporary, Italian;-12244614;37788334;NO;SI
Orsa & Winston;122 W. 4th St.;Los Angeles; USA;$$$$;100;Contemporary, Asian;-1182479493;340484698;NO;NO
Six Test Kitchen;3075 Blue Rock Rd.;Paso Robles; USA;$$$$;100;Contemporary;-1206898229;355757084;SI;SI
Citrin;1104 Wilshire Blvd.;Santa Monica; USA;$$$$;100;Californian;-1184914389;340244469;SI;SI
Sushi Ginza Onodera;609 N. La Cienega Blvd.;West Hollywood; USA;$$$$;100;Japanese, Sushi;-1183766888;34082251;NO;NO
Le Comptoir at Bar Crenn;3131 Fillmore St.;San Francisco; USA;$$$$;100;Contemporary, French;-12243581;37798435;NO;NO
Nozawa Bar;212 N. Cañon Dr.;Beverly Hills; USA;$$$$;100;Japanese, Sushi;-118398404;340683345;NO;SI
Mister Jiu’s;28 Waverly Pl.;San Francisco; USA;$$$;70;Chinese, Contemporary;-122406654;3779371;SI;SI
Protégé;250 California Ave.;Palo Alto; USA;$$$$;100;Contemporary, Californian;-12214362;37427853;SI;NO
Pasta|Bar;16101 Ventura Blvd.;Encino; USA;$$$$;100;Contemporary, American;-118483862;341567212;NO;NO
Holbox;3655 S. Grand Ave.;Los Angeles; USA;$$;40;Mexican, Seafood;-11827802;34017384;NO;NO
Kato;777 Alameda St.;Los Angeles; USA;$$$$;100;Asian, Contemporary;-1182383255;340319303;NO;NO
Niku Steakhouse;61 Division St.;San Francisco; USA;$$$$;100;Steakhouse;-1224036208;377697497;SI;NO
Caruso's;1773 S. Jameson Ln.;Montecito; USA;$$$$;100;Californian, Italian;-1196257156;344200948;NO;NO
Camphor;923 E. 3rd St.;Los Angeles; USA;$$$$;100;French, Contemporary;-1182341103;340462901;NO;NO
Heritage;2030 E. 7th St.;Long Beach; USA;$$$$;100;Californian, Contemporary;-1181667769;33775291;NO;NO
O' by Claude Le Tohic;165 O'Farrell St.;San Francisco; USA;$$$$;100;French, Contemporary;-1224074317;377863767;SI;NO
Jeune et Jolie;2659 State St.;Carlsbad; USA;$$$$;100;French, Californian;-1173516968;331631027;SI;NO
Soichi;2121 Adams Ave.;San Diego; USA;$$$$;100;Japanese, Sushi;-1171418816;327627776;NO;NO
Auberge du Soleil;180 Rutherford Hill Rd.;Rutherford; USA;$$$$;100;Californian;-12240534;3849199;NO;NO
Plumed Horse;14555 Big Basin Way;Saratoga; USA;$$$$;100;Contemporary, American Contemporary;-1220352659;372563623;SI;SI
The Village Pub;2967 Woodside Rd.;Woodside; USA;$$$;70;Contemporary, American Contemporary;-12225178;3742897;NO;SI
Chez TJ;938 Villa St.;Mountain View; USA;$$$$;100;Contemporary;-12208044;3739468;NO;NO
Sushi Kaneyoshi;250 E. 1st St.;Los Angeles; USA;$$$$;100;Japanese, Sushi;-1182413626;340500651;NO;NO
Morihiro;3133 Glendale Blvd.;Los Angeles; USA;$$$$;100;Japanese, Sushi;-1182625547;341166298;NO;NO
Valle;222 N. Pacific St.;Oceanside; USA;$$$$;100;Mexican, Contemporary;-117383446;331946237;NO;NO
Kiln;149 Fell St.;San Francisco; USA;$$$$;100;Contemporary;-1224202917;377761959;SI;SI
Madcap;198 Sir Francis Drake Blvd.;San Anselmo; USA;$$$$;100;Contemporary, Asian Contemporary;-12256168;37974712;NO;NO
Localis;2031 S. St.;Sacramento; USA;$$$$;100;Californian, Contemporary;-1214829661;385665938;NO;SI
The Kitchen;915 Broadway;Sacramento; USA;$$$$;100;Contemporary, Californian;-121501422;38564058;SI;SI
Selby's;3001 El Camino Real;Atherton; USA;$$$$;100;American, Classic Cuisine;-1222104559;374685638;SI;SI
Kin Khao;55 Cyril Magnin St.;San Francisco; USA;$$$;70;Thai, Californian;-12240951;37785267;SI;NO
Angler SF;132 The Embarcadero;San Francisco; USA;$$$$;100;Contemporary, Seafood;-12239213;37793167;NO;SI
Osito;2875 18th St.;San Francisco; USA;$$$$;100;Contemporary;-1224108346;37761698;SI;SI
Auro;400 Silverado Trl.;Calistoga; USA;$$$$;100;Contemporary, French;-1225671011;385839271;NO;SI
Gucci Osteria da Massimo Bottura;347 N. Rodeo Dr.;Beverly Hills; USA;$$$$;100;Italian, Contemporary;-1184024313;340683993;NO;SI
7 Adams;1963 Sutter St.;San Francisco; USA;$$$$;100;Californian, Contemporary;-1224326324;377861411;SI;SI
San Ho Won;2170 Bryant St.;San Francisco; USA;$$$;70;Korean, Contemporary;-1224100236;377595744;NO;SI
Cyrus;275 CA-128;Geyserville; USA;$$$$;100;Californian, Modern Cuisine;-1229006188;387063682;NO;NO
The Restaurant at JUSTIN;11680 Chimney Rock Rd.;Paso Robles; USA;$$$$;100;Californian, Contemporary;-1209113324;356563869;NO;NO
Nisei;2316 Polk St.;San Francisco; USA;$$$$;100;Japanese, Contemporary;-1224220803;377981585;NO;NO
Press;587 St. Helena St.;Saint Helena; USA;$$$$;100;Modern Cuisine;-12245023;3848874;NO;SI
715;738 E. 3rd St.;Los Angeles; USA;$$$$;100;Japanese, Sushi;-1182369345;340456789;NO;NO
La Dame de Pic Dubai;25th Floor;Dubai;;$$$$;100;Modern French;552909409;252279953;SI;SI
Al Muntaha;Burj Al Arab Jumeirah;Dubai;;$$$$;100;French;551853653;251414067;SI;NO
Dinner by Heston Blumenthal;Atlantis The Royal;Dubai;;$$$$;100;Traditional British;551275537;251384573;NO;SI
Tasca by José Avillez;Mandarin Oriental Jumeira Hotel;Dubai;;$$$;70;Portuguese;552510082;252168806;NO;NO
moonrise;Eden House;Dubai;;$$$$;100;Creative;552763284;252199042;NO;SI
H?seki;Bulgari Resort Dubai Hotel;Dubai;;$$$$;100;Japanese;552351396;252106143;NO;NO
Hakkasan;Atlantis The Palm;Dubai;;$$$$;100;Chinese, Contemporary;551180364;25132521;NO;NO
Orfali Bros;Wasl 51 Mall;Dubai;;$$$;70;Contemporary, Middle Eastern;552614595;252187603;NO;NO
Ossiano;Atlantis The Palm;Dubai;;$$$$;100;Creative;551180262;251318677;NO;SI
avat?ra;Business Park 1 Dubai Hills Estate Dubai Hills;Dubai;;$$$$;100;Indian Vegetarian;55240847;25107342;NO;NO
11 Woodfire;Villa 11;Dubai;;$$$;70;Modern Cuisine;552512424;252156197;NO;SI
Sagetsu by Tetsuya;24th Floor;Dubai;;$$$$;100;Japanese Contemporary;552910345;252279352;NO;NO
Smoked Room;St Regis Gardens;Dubai;;$$$$;100;Contemporary;551378975;251148676;SI;SI
